"Funding OrgName","Project Reference","ProjectCategory","Outcome Type","LeadRO Name","Department","PI Surname","PI First Name","PI Orcid iD","Company Name","Description","Year Established","Impact","Url","GTR Outcome URL","GTRProjectUrl","ProjectId","FundingOrgId","LeadROId","PIId"
"MRC","G0900871","Research Grant","Spin Outs","University of Cambridge","Oncology","Neal","David Edgar","","Pro-Cure Therapeutics Ltd","Pro-Cure therapeutics has spun out of our laboratory. 10 scientists at present. Currently negotiating research agreements with two major pharma companies.","2010","Novel company employing people in York * Pro-Cure Therapeutics, my spin out company has continued trading and employing 12 scientists, through difficult times in 2011. The loss of a multi-million pound contract with a major pharma company through policy changes at the parent company, and after extensive 12 months' due diligence has placed the company in severe financial difficulty, and the shareholders have decided to put it up for sale (August 2011). This process is now well under way.","http://www.pro-cure.uk.com/","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=qg3eEuapXbS&grantRef=G0900871","http://gtr.rcuk.ac.uk:80/projects?ref=G0900871","47B42D12-2855-448B-AA7A-A8FB0CA30A80","C008C651-F5B0-4859-A334-5F574AB6B57C","D1774113-D5D2-4B7C-A412-66A90FE4B96F","63E0AEE1-6D8D-4425-A06A-F4A943FFAF21"
"EPSRC","EP/E045839/1","Research Grant","Spin Outs","University College London","Mechanical Engineering","Edirisinghe","Mohan","","AtoCap Ltd","Research and experimental development on natural sciences and engineering","2011","Won &pound;25000 Venture Prize from The Worshipful Company of Armourers & Brasiers",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=545de027a0b7d0.04208942&grantRef=EP%2FE045839%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/E045839/1","FFCF49C3-B769-419B-A4A6-96D8F90002C6","798CB33D-C79E-4578-83F2-72606407192C","3A5E126D-C175-4730-9B7B-E6D8CF447F83","D9A93A23-5B9D-473E-8D4F-80E344F5D678"
"BBSRC","BB/J018899/1","Research Grant","Spin Outs","University College London","Haematology","Pule","Martin","","Autolus","Autolus - A chimeric Antigen Receptor company. Founded by the Wellcome, UCL/H/B. Martin Pule is the CSO. This will be the largest series A in the history of European biotech. It will be formally announced in Jan 2015. Please contact me if you want any more details. This is confidential until the company is announced in Jan","2014","See above","http://www.autolus.com","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=5463fcae8e0b92.30240378&grantRef=BB%2FJ018899%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=BB/J018899/1","1EC16126-B724-4734-BE53-E3F18663EA55","2512EF1C-401B-4222-9869-A770D4C5FAC7","3A5E126D-C175-4730-9B7B-E6D8CF447F83","D656E076-ACC9-473D-9450-E83BF6F1FB4D"
"EPSRC","EP/E023614/1","Research Grant","Spin Outs","University of Cambridge","Engineering","White","Ian Hugh","","Eight19 Ltd","Eight19 Limited, a new solar energy company, has spun out from Cambridge University to develop and manufacture high performance, low cost plastic solar cells for high-growth volume markets. The company is backed by a &pound;4.5m investment from the Carbon Trust and leading international specialty chemicals company Rhodia.

Eight19, so called as it takes 8 minutes and 19 seconds for light to travel from the sun to the earth, will focus its efforts on developing product prototypes utilising techniques for fabricating large scale plastic electronic devices using roll-to-roll processes developed in the CIKC?s 3PV project. The company will continue to be actively engaged with CIKC and its innovative research output through the CIKC ?3PV+? project.

The company has been created by a partnership of Professor Sir Richard Friend, Professor Henning Sirringhaus and Professor Neil Greenham with technology development company TTP through the Carbon Trust?s Advanced Photovoltaic Research Accelerator.

Solar cells made with semiconducting plastics (also known as organic photovoltaics, or OPV) offer potentially very low cost production enabled by low temperature and high throughput processing typical of plastic films, ease of installation for construction companies and simplified manufacturing integration. The market for organic solar cells has the potential to reach $500 million by 2015 and to grow four fold to $2 billion by 2020 (Nanomarkets, 2009) driven by applications such as building-integrated photovoltaics, and could save up to 900 million tonnes of CO2 by 2050 ? some 1.5 times the UK?s current annual emissions.","2010","In 2012 Eight19 announced the launch of Azuri Technologies Limited to develop its internationally recognised Indigo 'pay-as-you-go' solar technology for off-grid markets. Eight19 will concentrate on development of its printed plastic solar technology and Azuri will focus on expanding the Indigo product family and market reach. In 2012, Eight19 was crowned 'Small Business of the Year' and won the 'Renewable Energy Project of the Year' award at the BusinessGreen Leaders Awards, for its work on the Indigo pay-as-you-go solar system which provides clean and affordable electricity to off-grid rural communities. The company was also awarded the prize for Best Business Case at the Investor Forum at the annual LOPE-C Organic Electronics conference in Munich.","http://www.eight19.com","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=m-5942433314.344317132eab30&grantRef=EP%2FE023614%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/E023614/1","F98F6147-0CAD-46DF-AC8C-FF0FD1213E0A","798CB33D-C79E-4578-83F2-72606407192C","D1774113-D5D2-4B7C-A412-66A90FE4B96F","2996A10D-439A-4F40-A698-2FE4F48E771F"
"EPSRC","EP/K017829/1","Fellowship","Spin Outs","University of Southampton","Electronics and Computer Science","Prodromakis","Themis","","ARC Instruments","ArC Instruments delivers high performance testing platforms for characterising 'en masse' novel technologies in a fast and automated fashion. 

The company was born out of the necessity to efficiently close the loop between characterisation and development of emerging memory technologies, like Resistive Random Access Memory (RRAM). We have taken a user-centric approach in addressing this niche by developing high-precision testing instruments and intuitive software that are easy to operate.

Our instruments are ideal for implementing a variety of read and write protocols along with developing advanced automated test modules for nearly all technologies in the emerging non-volatile memory sector. And besides characterization purposes, our products can effortlessly enable the hybrid interfacing among distinct technologies, for example CMOS circuitry and RRAM, for demonstrating concepts and applications.","2015","Our instruments offer two major benefits to users: *A software system designed specifically to allow easy development of advanced bespoke testing protocols. *A versatile hardware infrastructure that can handle a variety of testing requirements in voltage, current and time resolutions. These benefits are essential for achieving real-time access to test samples, both on-wafer and in-package, for ensuring targeted, prompt and overall cost-effective technological developments.","http://www.arc-instruments.co.uk/","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=56d03618a2ff11.56919622&grantRef=EP%2FK017829%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/K017829/1","A03A2B7B-87FF-4F61-B34D-D5A09E418635","798CB33D-C79E-4578-83F2-72606407192C","30A429E3-83B7-4E41-99C0-14A144F07DFE","4ABE9703-ED00-4575-ACAF-4B4605F1D02E"
"MRC","G0902211","Research Grant","Spin Outs","University College London","Institute of Hepatology","Davies","Nathan","","Yaqrit Ltd","Yaqrit Limited is developing a family of liver disease diagnostics and treatments that will transform the lives of patients around the world.","2012","Both of Yaqrit's lead products have been demonstrated to be effective in preclinical evaluation and are soon to enter clinical development, part-supported by an award of €6m from the European Commission.","http://www.yaqrit.com","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=56d80fa89a4b37.04946997&grantRef=G0902211","http://gtr.rcuk.ac.uk:80/projects?ref=G0902211","822C820F-4ED8-4E69-B8D6-F4C127907BE4","C008C651-F5B0-4859-A334-5F574AB6B57C","3A5E126D-C175-4730-9B7B-E6D8CF447F83","620E6E8A-114C-48A6-BD89-337A18161B8C"
"EPSRC","EP/G042357/1","Research Grant","Spin Outs","University of Cambridge","Engineering","Ferrari","Andrea","","Cambridge Graphene Ltd","Cambridge Graphene offers graphene and 2D material based inks and printing solutions to various industries, including (but not restricted to) electronics, optoelectronics and plastic electronics.","2013","N/A",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=5464d478290d59.52016780&grantRef=EP%2FG042357%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/G042357/1","D94A4C8C-3693-4913-B7A7-FFB3225EDB93","798CB33D-C79E-4578-83F2-72606407192C","D1774113-D5D2-4B7C-A412-66A90FE4B96F","CF1565B8-F3ED-4269-9207-ED06C96373B8"
"MRC","G0700108","Research Grant","Spin Outs","Imperial College London","Dept of Medicine","Midwood","Kim","","Nascient","Nascient is a spin out company whose sole platform is to develop antibodies that block the pro-inflammatory activity of tenascin-C.","2012","n/a",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=n8JCBi3Nb3D&grantRef=G0700108","http://gtr.rcuk.ac.uk:80/projects?ref=G0700108","2133579B-9E48-46C7-A07A-E526BCD37F63","C008C651-F5B0-4859-A334-5F574AB6B57C","46387D84-F71E-4B7D-8C7D-9C288F113510","8B2F9983-D44D-4F52-AB7C-0F3E6FFA64F2"
"ESRC","ES/G008477/1","Research Grant","Spin Outs","Brunel University","Institute for Bioengineering","van den Heuvel","Eleanor","","Public Convenience","Public Convenience is developing The Great British Public Toilet App. This will be a location-based smartphone application that collects, shares and creates open data generated thorugh The Great british Public Toilet Map to help people find public toilets.","2016","Have applied for ODINE EU funding for further development","http://greatbritishpublictoiletmap.rca.ac.uk/","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=56deacae20d1b5.96544192&grantRef=ES%2FG008477%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=ES/G008477/1","5C462D26-BDBC-4874-B00C-FF29018DF360","924BE15C-91F2-4AAD-941A-3F338324B6AE","BECA2763-0902-40AA-8DB2-836A5731CF58","C8C37CF3-9ACA-4D50-8093-B92428D026F2"
"EPSRC","EP/J009377/1","Research Grant","Spin Outs","University of Manchester","Chemistry","Winpenny","Richard","","Sci-Tron","A company that makes materials for nano-fabrication.","2015","None yet",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=56cc204643c168.22117970&grantRef=EP%2FJ009377%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/J009377/1","9097E443-C9AF-4A6D-8046-FCE1DF900B89","798CB33D-C79E-4578-83F2-72606407192C","68D0E3C9-9246-4CFC-B5E9-48584CF82993","05699613-F54C-42B2-9300-3283440AFE9E"
"EPSRC","EP/H007571/1","Research Grant","Spin Outs","University of Cambridge","Engineering","White","Ian Hugh","","ROADMap Systems Ltd","RoadMap Systems is a spin-out from the University of Cambridge. Professor Daping Chu's group have significant expertise in Liquid Crystal on Silicon (LCOS) technology developed over the last 15 years. With exclusive access to key IP and know-how, ROADMap Systems is developing Wavelength Selective Switch (WSS) technology for use in agile optical telecom networks. A seed round of &pound;500,000 was completed in August 2014","2013","NA","http://www.roadmapsystems.co.uk/","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=544fd0e6a450d0.97594735&grantRef=EP%2FH007571%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/H007571/1","7854690F-0732-4C5B-A6EA-F20DB830896A","798CB33D-C79E-4578-83F2-72606407192C","D1774113-D5D2-4B7C-A412-66A90FE4B96F","2996A10D-439A-4F40-A698-2FE4F48E771F"
"EPSRC","EP/L015188/2","Fellowship","Spin Outs","University of Leeds","Physics and Astronomy","Jones","John","http://orcid.org/0000-0002-2310-0800","Dynamic Vision Systems","Spinout company with license to IPR from University of Manchester.","2015","Novel contact lens system developed enabling the correction of presbyopia for the ageing population.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=56cdcbcc65c244.52047145&grantRef=EP%2FL015188%2F2","http://gtr.rcuk.ac.uk:80/projects?ref=EP/L015188/2","D3DF6D37-5DFF-471A-B81D-E90596C15965","798CB33D-C79E-4578-83F2-72606407192C","83D87776-5958-42AE-889D-B8AECF16B468","AB4FE60D-2591-41EE-8F32-ABC67B85AEB8"
"BBSRC","BB/D525148/1","Research Grant","Spin Outs","Ai2 Ltd","UNLISTED","Dobson","Curtis","","Ai2 Ltd.","Ai2 Ltd is a UK-based biotechnology company that specialises in novel anti-infective peptide technology which combines potent efficacy with excellent safety. Ai2 is developing this technology for a variety of applications in healthcare and personal care areas where this combination of safety and efficacy can provide significant benefits.","2005","Major License Deal with Sauflon Pharmaceuticals in 2010","http://www.a-i-2.com","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=56d9a65fd24dd6.03319382&grantRef=BB%2FD525148%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=BB/D525148/1","8E0BDBD4-206A-4AD3-896E-FBB6DC9AE7C9","2512EF1C-401B-4222-9869-A770D4C5FAC7","A69BD168-A5D3-4FD0-A7F0-0287C8A3F1D6","6AE160F9-19FE-4B58-8CFB-59304C67AEF9"
"MRC","G0900138","Research Grant","Spin Outs","University of Dundee","College of Life Sciences","van Aalten","Daan","","GlycoBioChem","http://www.glycobiochem.com
This is a &quot;pre-inc&quot; company - being incubated within the university before formally spinning out. This company will sell reagents and software to facilitate research in the general glycobiology area.","2010","n.a.","http://www.glycobiochem.com/","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=MqM5bAQbMhW&grantRef=G0900138","http://gtr.rcuk.ac.uk:80/projects?ref=G0900138","0F18A759-3001-4632-8E0E-FB23C0860724","C008C651-F5B0-4859-A334-5F574AB6B57C","90051600-6EF2-4093-BA8C-2B4B6F550895","F3117DE5-6339-4631-864F-9A58D6447D09"
"MRC","MC_PC_13037","Research Grant","Spin Outs","University College London",,"Selwood","David","","Canbex Therapeutics Ltd","Canbex Therapeutics is a spin-out company from University College London. Canbex is a capital-efficient, single-asset, low-burn vehicle that was established expressly to develop the VSN compound series. In addition to its pioneering scientific founders, Canbex has assembled a highly skilled and experienced team of managers and advisors. Development activities are carried out through professionally managed outsourcing to well-established CROs and CMOs.","2004","Canbex is building on years of work by pioneering scientists and leading clinicians, who set out to address a medical need in multiple sclerosis that is poorly served by existing therapies. Spasticity is among the most painful, damaging and debilitating symptoms of MS. Spasticity is characterized by sudden and uncontrollable movements of limb and torso musculature. Current drug treatments have a high level of undesirable side effects, and many patients are treated with palliative measures alone, such as pads or slings, or confined to a wheelchair. The company's lead compound VSN16R, discovered in the labs of its scientific founders, is a novel orally active small molecule compound that was designed to be substantially more tolerable than existing anti-spastic agents. In tests to date, VSN16R does not cause the flaccidity, sedation or other side-effects that are major disadvantages of other agents. A phase II study in patients is ongoing.","http://www.canbex.co.uk/index.html","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=546240075aabf0.01293722&grantRef=MC_PC_13037","http://gtr.rcuk.ac.uk:80/projects?ref=MC_PC_13037","258A5986-E4FD-43DF-BD75-F6E474B6D0AB","C008C651-F5B0-4859-A334-5F574AB6B57C","3A5E126D-C175-4730-9B7B-E6D8CF447F83","DE66D8E4-79EE-4AD4-AA2F-F81B7E69ECD1"
"EPSRC","EP/G04483X/1","Research Grant","Spin Outs","University College London","Chemical Engineering","Brett","Daniel","","Amalyst","Diagnostic techniques developed in this project were key to doing the research on fuel cell catalysts that led to the spin out of Amalyst from UCL in 2012.","2012","Development of a fuel cell catalyst as a replacement for platinum that is <40% the cost.","http://www.amalyst.com","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=546326afde4203.24931444&grantRef=EP%2FG04483X%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/G04483X/1","051D3455-89CF-48E0-A11F-F5661390E495","798CB33D-C79E-4578-83F2-72606407192C","3A5E126D-C175-4730-9B7B-E6D8CF447F83","3F69647E-4A11-42A7-A7CE-933D9078A2C2"
"EPSRC","EP/J004448/1","Research Grant","Spin Outs","University of Bristol","Computer Science","Subramanian","Sriram","http://orcid.org/0000-0002-5266-8366","Ultrahaptics","Ultrahaptics creates tactile sensations in mid-air. No gloves or attachments, the feeling is projected onto your bare hands.","2013","none yet.","http://www.ultrahaptics.com","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=545ce13f4df3f8.50903374&grantRef=EP%2FJ004448%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/J004448/1","FF35DDD5-CBBC-463D-8080-F10B47E4D943","798CB33D-C79E-4578-83F2-72606407192C","4A348A76-B2D0-4DDD-804A-CE735A6D3798","DAEF99A9-72B9-4731-A043-5992F34C2E7A"
"EPSRC","EP/G005001/1","Research Grant","Spin Outs","University of Sheffield","Materials Science and Engineering","West","Anthony","","Ionix Advanced Technologies Ltd","The company exploits unique University of Leeds IP on high temperature piezoelectric materials through the design, manufacture and sales of high temperature ultrasound transducers for structural health monitoring, non-destrcutuive evaluation and industrial process control.","2011","Too soon to describe","http://www.ionix.at","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=5460b67fef2794.17149298&grantRef=EP%2FG005001%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/G005001/1","EE1EF7C4-465B-435F-A127-EC6A9AE3FAD2","798CB33D-C79E-4578-83F2-72606407192C","03D8AFBB-3EA5-4885-B036-BD4F9F4F9849","BFEA06B7-3BCB-4B6E-AFA4-50FAEC468F7A"
"MRC","MC_U105178937","Intramural","Spin Outs","MRC Laboratory of Molecular Biology",,"Schertler","Gebhard","","Heptares Therapeutics Ltd","Heptares is a drug development company that uses knowledge about the structure and function of G protein coupled receptors (GPCRs) to develop better drugs. The input from LMB consisted of know-how and patents that allow GPCRs to me modified to allow crystallisation and structure analysis of the structure in complex with potential new drugs.; www.heptares.com","2007","The people employed have very valuable knowledge and experience of GPCR pharmacology, so we gain from this while in exchange acting as consultants. MRC also have 600,000 shares in Heptares.","http://www.heptares.com/","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=E073EC506FB&grantRef=MC_U105178937","http://gtr.rcuk.ac.uk:80/projects?ref=MC_U105178937","E09CECE0-26E8-4F5C-96AE-F41F4A009C2A","C008C651-F5B0-4859-A334-5F574AB6B57C","AB7C0822-BBCB-4C61-85EC-5D13C7A31759","1F9B0EB9-CEEC-4F67-83CF-CFB00F90EF31"
"EPSRC","EP/M006301/1","Research Grant","Spin Outs","University of Plymouth","Sch of Computing & Mathematics","Ifeachor","Emmanuel","","ProGnomics Ltd","Prognomics Ltd is a Private Company Limited by Shares first registered on 13 March 2014.","2014","Developing Point of Care Biosensor Technology",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=56b1f60c039623.21323292&grantRef=EP%2FM006301%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/M006301/1","E6FABF2D-6F93-4338-9821-DDADE8A6EECD","798CB33D-C79E-4578-83F2-72606407192C","7801F008-7C77-45E7-90E9-4345B47D138E","DD83E20E-CBA6-4701-A71B-5C186ADE4002"
"MRC","G120/738","Fellowship","Spin Outs","University of Birmingham","Sch of Biosciences","Dafforn","Timothy","","Linear Diagnostics Ltd","Diagnostics company specialising in Agri/medical and defense applications","2012","NA",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=545cd96cc2bc66.42249364&grantRef=G120%2F738","http://gtr.rcuk.ac.uk:80/projects?ref=G120/738","BC7D1BB0-E667-495F-AE0F-D80053917C63","C008C651-F5B0-4859-A334-5F574AB6B57C","818CD6C9-61EE-41F2-9F37-0C7A8F43E25D","6C3A5063-FB4F-41C8-8C74-F1C3BEDF80CB"
"EPSRC","EP/M022854/1","Research Grant","Spin Outs","University of Leeds","Chemical and Process Engineering","Jose","Gin","","Ultramatis Ltd","The company was established based on the proof of concept study supported by EPSRC IAA fund. The postdoctoral fellow fellow worked in this project is currently the CTO of the company. He won the Royal Academy of Engineering ERA Entrepreneurship award for the novel anticounterfeiting technology developed by it.","2014","The company has secure &pound;100k funding this year (2016) from the investor IP Group and is engaging with a number of bottle manufacturers/packaging companies for the application of its technology for their products. Dr. Matthew Murray who was the post-doctoral researcher with me has become the CTO of the company from 1 January 2016. He won the Royal Academy of Engineering ERA Entrepreneurship award for the novel anticounterfeiting technology developed by him in my research group.","http://www.ultramatis.com","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=56cd98958b81c1.29043635&grantRef=EP%2FM022854%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/M022854/1","4B7F09B9-D82D-4617-8C98-07A497559FCD","798CB33D-C79E-4578-83F2-72606407192C","83D87776-5958-42AE-889D-B8AECF16B468","D8D542D7-B937-423B-BB10-89F363875AE4"
"EPSRC","EP/N508664/1","Research Grant","Spin Outs","Queen's University of Belfast","Electronics Electrical Eng and Comp Sci","McCanny","John","","SIRONA TECHNOLOGIES LTD","PUF, meaning Physical Unclonable Functions, is a new cryptographic technology which produces fingerprints for electronic devices. PUFs generate unique outputs that are dependent on the device they are running on. PUFs can be used as a lightweight trust anchor for chips. A spinout from Queen's Centre for Secure Information Technologies (CSIT) has been working with PUF technology to develop something extraordinary. Sirona Technologies was founded at the end of 2015 by a trio of researchers Neil Hanley, Maire O'Neill, and Chongyan Gu. They've invented a tiny semiconductor IP core that provides strong, unique authentication for even the cheapest microchip. It means that any grade of device can have the highest grade of security.
By 2020 the Internet of Things is projected to consist of 50 billion connected devices, and the slew of data generated by smart devices and sensors is increasingly processed without human interaction. Widespread machine-to-machine (M2M) communications require trust between the underlying hardware devices, to ensure safety and security. Counterfeiting and refurbishing of electronic parts globally is a widespread problem, and the market to prevent it reaches in the billions. In 2020 the Internet of Things will be a $1.2 trillion market.","2016","PicoPUF (aka Sirona Technologies Ltd), a CSIT spinout new venture, has been awarded NISPConnect's prestigious INVENT Award grand prize. The INVENT competition, in partnership with Bank of Ireland UK, is an opportunity for anyone with an innovative concept to be recognized as Northern Ireland's next big thing. As well as winning the Electronics category the concept was also awarded the overall grand prize. PicoPUF was deemed by judges to have the most innovative product with the biggest global commercial potential.","https://www.csitlabs.com/2015/11/02/csits-picopuf-triumphs-at-2015-invent-awards/","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=56def32c8b8360.53489666&grantRef=EP%2FN508664%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/N508664/1","E3D9699E-BC50-48C8-A31B-003871DD668A","798CB33D-C79E-4578-83F2-72606407192C","EC23DA53-CA73-4104-A3F6-2A9523484E69","F05D1A0D-8915-416E-A0EC-E52C826BE888"
"EPSRC","EP/G026688/1","Research Grant","Spin Outs","University of Oxford","Oxford Chemistry","Davis","Benjamin","","Glycoform Ltd","drug delivery and glycoprotein specialist; biopharmaceuticals","","Employed >20 people over 10 years and provided a model for how synthetic protein drugs might be constructed and used. The technology for this company has now been used by major US companies.","http://isis-innovation.com/news/glycoform-ltd-improve-drug-delivery/","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=56debed92b5439.33334970&grantRef=EP%2FG026688%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/G026688/1","F03858FD-5A02-4D93-A599-0099A80B9E25","798CB33D-C79E-4578-83F2-72606407192C","3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9","EF20884F-1419-4BC5-BFAB-70530EBA02D5"
"EPSRC","EP/I028439/1","Research Grant","Spin Outs","University of Cambridge","Engineering","Penty","Richard","","PervasID","Created a University spin-out, PervasID to exploit the technology. The PervasID technology is based on a ground-breaking battery-less UHF RFID system that enables customers to monitor their items, both cheaply and effectively, in real-time. The RFID DAS system consists of a centralised RFID DAS controller/reader unit, feeding a number of antennas over co-ax cables. The antennas, which are distributed over the interrogation area are used in a collaborative manner for enhanced tag detection and location, compared with conventional systems. The time required to inventorise a large population of tags is also reduced.

The RFID DAS unit is equipped with an Ethernet interface allowing tag information to be uploaded to a centralised server for processing, analysis and display.","2011","The encouraging results of this grant and the successful collaboration with potential end users in trials have prompted the inventors of the technology to form a spin-out company, PervasID Ltd. The company is wholly owned by the inventors. In 2015 PervasID carried out a large trail with a Blue Chip retail store. The trail involved over 140 systems tracking goods across the entire store (typically over 100k items). This demonstrated that the approach is unrivalled in the market in terms of performance. Further trails which are hoped to lead to a nationwide roll out are on going.","http://www.pervasid.com","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=m-4837402845.581437132eb83c&grantRef=EP%2FI028439%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/I028439/1","E7CAD17E-484B-4AB0-A64F-0F3048C8D3DF","798CB33D-C79E-4578-83F2-72606407192C","D1774113-D5D2-4B7C-A412-66A90FE4B96F","4F7A0A68-CB98-4430-A327-4A039640B25C"
"MRC","MC_U105592690","Intramural","Spin Outs","MRC Cognition and Brain Sciences Unit",,"Cusack","Rhodri","","Cambridge Neuroimaging","www.cambridgeneuroimaging.com","2008","About to launch.","http://www.cambridgeneuroimaging.com","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=TpVk5a6a69J&grantRef=MC_U105592690","http://gtr.rcuk.ac.uk:80/projects?ref=MC_U105592690","5A08188D-A036-41A8-A50C-1FD41408A3FE","C008C651-F5B0-4859-A334-5F574AB6B57C","EB2BFDD0-C30A-494F-B6C1-96B85F5AE40E","86D26FE4-0FAB-473B-A77E-C273D4C0E75D"
"STFC","PPA/G/S/2002/00652","Research Grant","Spin Outs","University of Birmingham","School of Physics and Astronomy","Vecchio","Alberto","","Jaltek systems","technology solution company for electronics","","they are reported on their website","http://www.jaltek.com","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=53335d5f3375c9.82443966&grantRef=PPA%2FG%2FS%2F2002%2F00652","http://gtr.rcuk.ac.uk:80/projects?ref=PPA/G/S/2002/00652","5E4594A3-1001-41A9-8785-1DD91C0BB7DF","D7F4F462-0518-4784-908A-D12633C139B3","818CD6C9-61EE-41F2-9F37-0C7A8F43E25D","B543AAEC-7EF8-4528-981A-3BB0650938B8"
"EPSRC","EP/J002437/1","Fellowship","Spin Outs","University of Warwick","Mathematics","House","Thomas","http://orcid.org/0000-0001-5835-8062","Spectra Analytics","Spectra Analytics is a boutique data analysis and research consultancy.","2014","Formed by my PhD student Dan Sprague.","http://www.spectraanalytics.com/","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=545ce7bf00a8f7.99305085&grantRef=EP%2FJ002437%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/J002437/1","B962B2AA-AA14-4823-A021-1A16CFA4665A","798CB33D-C79E-4578-83F2-72606407192C","B6FB652A-60C3-48DD-9A33-075D1F759B48","464D981C-E005-4A0C-9EFF-18D3F03D8CD3"
"MRC","G1100025","Research Grant","Spin Outs","University of Nottingham","School of Life Sciences","Johnson","Andrew","","EvoCell Ltd.","The company was started to commercialize the use of axolotl oocyte extracts as a reprogramming tool.; http://www.evocell.co.uk/","2006","The compnay funded fundamental research into the process of cellualr reprogramming that is now under review for publication.","http://www.evocell.co.uk/","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=4AE153AE284&grantRef=G1100025","http://gtr.rcuk.ac.uk:80/projects?ref=G1100025","52F159CD-6DA1-455F-976A-202930DE8973","C008C651-F5B0-4859-A334-5F574AB6B57C","936D002F-A8D1-4A93-AE5D-825ED0903D8D","0328B883-9698-43E1-A6DC-ED758E6B07F1"
"STFC","ST/G502304/1","Research Grant","Spin Outs","University of Cambridge","Physics","Parker","Michael Andrew","http://orcid.org/0000-0001-9798-8411","Scidiver","Scientific text mining","2011","None so far.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=EnJ8aj49rhn&grantRef=ST%2FG502304%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=ST/G502304/1","55FB2401-FF0D-4E62-BA52-1F48417FAD2B","D7F4F462-0518-4784-908A-D12633C139B3","D1774113-D5D2-4B7C-A412-66A90FE4B96F","087A8744-45C7-4BB0-9E7E-71F6252414E6"
