"Funding OrgName","Project Reference","ProjectCategory","Outcome Type","LeadRO Name","Department","PI Surname","PI First Name","PI Orcid iD","Outcome Title","Type","Current Stage of Development","Clinical Trial?","UKCRN/ISCTN ID","Year Development Stage Completed","Development Status","Description","Impact","Url","GTR Outcome URL","GTRProjectUrl","ProjectId","FundingOrgId","LeadROId","PIId"
"EPSRC","EP/I030654/1","Research Grant","Products Interventions & Clinical Trials","University of Sheffield","Computer Science","Holcombe","William","","PatientFlow by Padesus","Support Tool - For Medical Intervention","Initial development","",,"2015","Under active development/distribution","PatientFlow management tool for A&amp;E departmentrs","N/A","http://www.acrc.com","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=56d5a0c45fec50.74302464&grantRef=EP%2FI030654%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/I030654/1","CD58C8A2-23C1-48AB-82C9-144B1BFDFF75","798CB33D-C79E-4578-83F2-72606407192C","03D8AFBB-3EA5-4885-B036-BD4F9F4F9849","9875AA8A-3BF1-4A0A-8C35-692D2CF454BC"
"EPSRC","EP/F01869X/1","Research Grant","Products Interventions & Clinical Trials","University of Bristol","Mechanical Engineering","Vaidyanathan","Ravi","","Oral Controlled Wheelchair","Therapeutic Intervention - Medical Devices","Late clinical evaluation","",,"2011","On hold","The company Think-a-Move, Ltd, USA created a new wheelchair control system based on voice and tongue movement drawing from our academic research.","This system was the first ever wheelchair control system that did not require oral cavity insertion or bodily movement.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=5464b12576f848.39524240&grantRef=EP%2FF01869X%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/F01869X/1","E54ADD67-84C2-41DC-9016-172F287FB2C8","798CB33D-C79E-4578-83F2-72606407192C","4A348A76-B2D0-4DDD-804A-CE735A6D3798","54E40CDC-078F-4EA4-8F09-146C4019C2AF"
"MRC","G0701771","Research Grant","Products Interventions & Clinical Trials","University of Dundee","Unlisted","Anderson","Annie","","WeighWell intervention","Management of Diseases and Conditions","Early clinical assessment","",,"2010","On hold","The 12 week intervention used motivational interviewing techniques to promote a personalised energy deficit diet and increased physical activity, delivered by 3 face to face consultations plus 3 structured telephone calls. 
Body weight loss was achieved by 73% of the intervention group compared to 36% of the comparison group (Table 1). Weight loss of clinical significance (reduction of 5% body weight SIGN, 2010) was achieved by 9% of the intervention group, compared to 0% in the comparison group. Whilst the study was not powered to show change between intervention and comparator there was a significantly greater change in the intervention compared to the comparison group for body weight, BMI and % body fat. 
The feasibility phase of this intervention has been completed and funding is being sought for a definitive trial to provide an appropriately powered assessment of the efficacy of the intervention.","An assessment of the strategies used to recruit to and retain participants within the WeighWell feasibility study was performed in order to inform the design of a definitive RCT.The findings highlighted the challenge of recruitment for lifestyle trials in women from socially disadvantaged areas when trying to develop a robust evidence base for intervention effectiveness and emphasised the need to utilise a wide range of strategies beyond traditional NHS settings.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=g4e7KSPwiUf&grantRef=G0701771","http://gtr.rcuk.ac.uk:80/projects?ref=G0701771","4657628A-670C-44FA-9707-154B644F119E","C008C651-F5B0-4859-A334-5F574AB6B57C","90051600-6EF2-4093-BA8C-2B4B6F550895","2D8F431F-F6D7-48FF-819A-C9FF6374C5EF"
"MRC","G0802647","Research Grant","Products Interventions & Clinical Trials","University of Leicester","Physics and Astronomy","Lees","John","http://orcid.org/0000-0003-3999-7787","MGRC","Diagnostic Tool - Imaging","Initial development","",,"2010","Under active development/distribution","gamma ray cammera for medical imaging, currently in clincal imaging trials","results being used to improve the camera prior to applying for CE mark",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=mj3sVTBLP1k&grantRef=G0802647","http://gtr.rcuk.ac.uk:80/projects?ref=G0802647","DA920961-ABF9-46B5-9760-143F9CF89270","C008C651-F5B0-4859-A334-5F574AB6B57C","C842A34F-18F7-454D-A259-FED802368496","9DD62DAC-6379-4C01-A39C-33A593CC3FAC"
"MRC","MC_U117562207","Intramural","Products Interventions & Clinical Trials","MRC National Inst for Medical Research",,"Lovell-Badge","Robin","","SOX3 as a candidate gene for disorders of sex differentiation (DSD).","Diagnostic Tool - Non-Imaging","Wide-scale adoption","",,"2011","Closed","As part of a collaboration with scientists and clinicians in Australia and the USA, we showed that Sox3 could act as a male determining gene if it was misexpressed in the early developing gonads in mice, and this led to the discovery that about 20% of cases of female to male sex reversal in humans (that are not due to SRY) have genome rearrangements around SOX3. This discovery (published in JCI) has rapidly been adopted as a diagnostic tool.","I do not know the number of patients found to date with SOX3 as a likely cause of DSD; we described 3 and several more have now been found. However, apart from SRY, this is the next most common cause of female to male sex reversal, so while still rare (1/50,000) it is significant.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=BUfW4PX4imk&grantRef=MC_U117562207","http://gtr.rcuk.ac.uk:80/projects?ref=MC_U117562207","667540E8-FE9E-4243-A36D-2B1A08565B81","C008C651-F5B0-4859-A334-5F574AB6B57C","02ECE3B0-F864-4593-BCE9-348E204E2058","FE670A93-C2C3-4B5A-8F2C-A3C860CE1C52"
"MRC","G0701703","Research Grant","Products Interventions & Clinical Trials","University College London","Infection","Morris","Emma","","GMP grade retroviral vector","Therapeutic Intervention - Cellular and gene therapies","Refinement.  Clinical","",,"2010","Under active development/distribution","GMP grade retroviral vector encoding the TCR alpha and beta chain genes for a human CMV-specific T cell receptor (TCR) has been generated and tested in clinical GMP scale ups in preparation for the early phase clinical trial.","Granted full GTAC approval July 2010, which allows us to proceed to first in man clinical trial.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=BF8F8030C68&grantRef=G0701703","http://gtr.rcuk.ac.uk:80/projects?ref=G0701703","644662DD-8EE2-4A77-82F2-24DBD79B1B87","C008C651-F5B0-4859-A334-5F574AB6B57C","3A5E126D-C175-4730-9B7B-E6D8CF447F83","2C0AE1A4-B497-4343-8EE8-FD98C852AC55"
"MRC","G1100196","Research Grant","Products Interventions & Clinical Trials","University of Birmingham","Clinical and Experimental Medicine","Thickett","David","","vitamin d","Therapeutic Intervention - Drug","Refinement.  Clinical","Yes","ISRCTN27673620","2013","Under active development/distribution","we are currently testing this in the clinical trials funded by the mrc","we have established the dose to use for patients undergoing oesophagectomy to replace vitamin d preoperatively","http://www.controlled-trials.com/ISRCTN27673620","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=KcEydDoXXEk&grantRef=G1100196","http://gtr.rcuk.ac.uk:80/projects?ref=G1100196","575C81F0-0D6E-4F8A-BACF-553E12C4582E","C008C651-F5B0-4859-A334-5F574AB6B57C","818CD6C9-61EE-41F2-9F37-0C7A8F43E25D","D9183B33-AD3A-434E-B7C1-98C64E802C0A"
"BBSRC","BB/J001473/1","Research Grant","Products Interventions & Clinical Trials","University College London","Institute of Neurology","Rusakov","Dmitri","","Targeted delivery of nerve blocker using nanocapsules","Therapeutic Intervention - Drug","Refinement.  Non-clinical","",,"2015","Actively seeking support","We have tested and validated the use of predesigned nanocapsules (filled with QX-314 and injected subcutaneously) for long-lasting pain control in an animal (rodent) behaviour model.","We have tested and validated the use of predesigned nanocapsules (filled with QX-314 and injected subcutaneously) for long-lasting pain control in an animal (rodent) behaviour model. Further trials are underway.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=56cccd65ac75d6.75889345&grantRef=BB%2FJ001473%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=BB/J001473/1","F151C6E0-194E-46C5-93A2-55BC8D1CD6CD","2512EF1C-401B-4222-9869-A770D4C5FAC7","3A5E126D-C175-4730-9B7B-E6D8CF447F83","6D1B1118-CA7E-4E05-9D25-5F973190635B"
"MRC","G1100233","Research Grant","Products Interventions & Clinical Trials","Newcastle University","Institute of Cellular Medicine","Simpson","John","http://orcid.org/0000-0003-4731-7294","GM-CSF in impaired neutrophil phagocytosis","Therapeutic Intervention - Drug","Early clinical assessment","Yes","ISRCTN 95325384; EudraCT No: 2011-005815-10","2013","Under active development/distribution","I'm not sure the drop down menus allow an accurate reflection of where we are! We have completed a preliminary open label study of GM-CSF in critically ill patients and a proof of concept RCT is due to start on 18.11.13

Update 8.11.14 - I'm still not sure if i am answering this question properly, but we are nearing completion of our RCT - at the time of writing we have recruited 30 of a planned 38 patients, and we are on course to complete around the end of January 2015, with a final report due to MRC in May 2015. The medical product is GM-CSF, its &quot;stage of development&quot; is that this is the first evaluation in this specific setting (ie does GM-CSF restore abnormal neutrophil function in critically ill patients?). The &quot;current principle source of funding for this development&quot; is solely through the grant. Please note that the ISRCTN and EudraCT numbers entered above refer to the ongoing trial (ie not to a completed trial).","The notable impact(s) cannot be judged until after the RCT (as above, this is due to end in January 2015, with statistical analysis thereafter).",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=nZ2WKaa1KJe&grantRef=G1100233","http://gtr.rcuk.ac.uk:80/projects?ref=G1100233","C714FFD9-514B-4EA9-B391-430F97286ED7","C008C651-F5B0-4859-A334-5F574AB6B57C","5E2B04DD-4A03-45ED-9892-61C5CCB8AC68","9CF66BB9-2F2B-4509-BDDD-9A236AE94E4C"
"MRC","G0501679","Fellowship","Products Interventions & Clinical Trials","University of Dundee","College of Life Sciences","Muller","Arno","","mutant Drosophila lines","Support Tool - For Fundamental Research","Initial development","",,"2009","Under active development/distribution","Mutations in members of the highly conserved Fibroblast Growth Factor family of proteins in Drosophila melanogaster. These mutant fly lines are being distributed to researchers throughout the world and used to investigate the function of growth factors in various biological processes using Drosophila as a model organism.","Mutations in genes encoding Fibroblast Growth Factors in Drosophila have revealed important functions of these factors in epithelial-mesenchymal transition (EMT) and cell migration. The much lower complexity of growth factor signaling in the fruit fly together with its high level of evolutionary conservation resulted in efficient discovery of novel pathway components and how signaling networks control biomedically important cellular processed such as EMT.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=EBVosdYNanm&grantRef=G0501679","http://gtr.rcuk.ac.uk:80/projects?ref=G0501679","98A9C70B-AEEB-4AE9-AE71-6749D403ABE5","C008C651-F5B0-4859-A334-5F574AB6B57C","90051600-6EF2-4093-BA8C-2B4B6F550895","833C3A0B-49BD-491F-BF83-A5A8BD95C498"
"MRC","G9806489","Research Grant","Products Interventions & Clinical Trials","King's College London","Unlisted","Moffitt","Terrie","","DSM-IV and DSM-V conduct disorder subtype criterion","Diagnostic Tool - Non-Imaging","Refinement.  Clinical","",,"2010","Under active development/distribution","Our research has lead the field of child psychiatry to recognise childhood-onsert versus adolescent-onset as the subtyping scheme for Conduct Disorder encoded in the DSM-4 and DSM-5 diagnostic systems of the American Psychaitric Association","Worldwide method for diagnosing conduct disorder in children",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=72CF430144B&grantRef=G9806489","http://gtr.rcuk.ac.uk:80/projects?ref=G9806489","78BC4A12-419F-4026-A5C8-490F87A0D2E7","C008C651-F5B0-4859-A334-5F574AB6B57C","318B5D98-4CB4-4B10-A876-08FC93071A56","69CEC3C8-0F37-472D-833A-A435BC2878D6"
"MRC","G0802070","Research Grant","Products Interventions & Clinical Trials","University of Birmingham","Sport, Exercise & Rehabilitation Science","Eves","Frank","","New stair climbing campaign","Therapeutic Intervention - Psychological/Behavioural","Refinement.  Non-clinical","",,"2011","Under active development/distribution","A stair climbing campaign based on potential fitness effects of stair usage","Very positively viewed in focus groups",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=ngavMrMmERt&grantRef=G0802070","http://gtr.rcuk.ac.uk:80/projects?ref=G0802070","7514860F-F707-4CD3-A82E-B9398E36BE3B","C008C651-F5B0-4859-A334-5F574AB6B57C","818CD6C9-61EE-41F2-9F37-0C7A8F43E25D","12DAEE25-84B2-42BE-AB19-6DEF17FE9B82"
"MRC","MC_U105365007","Intramural","Products Interventions & Clinical Trials","MRC Cancer Cell Unit",,"Fitzgerald","Rebecca","","Cytosponge","Diagnostic Tool - Non-Imaging","Early clinical assessment","Yes","9848","2008","Under active development/distribution","The Cytosponge is a cell colection device which when coupled with a molecular marker can be used to diagnose Barrett's oesophagus in the primary care setting","This has now been awarded funding by CRUK for further evaluation in a large-scale clincial trial",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=286964E7402&grantRef=MC_U105365007","http://gtr.rcuk.ac.uk:80/projects?ref=MC_U105365007","46C6070B-9A51-41CF-BCCA-AC1F583B11BF","C008C651-F5B0-4859-A334-5F574AB6B57C","7369E051-ECFC-4808-A044-651879C318D1","7EA7E476-F8CD-4A75-9746-0058BEC86C92"
"MRC","G0400490","Research Grant","Products Interventions & Clinical Trials","Medical Research Council","Medical Research Council","Coggon","David","","Validation of urinary biomarkers for DU","Diagnostic Tool - Non-Imaging","Wide-scale adoption","",,"2007","Closed","A study to validate methods for assessing past exposure to depleted uranium underpinned the retrospective exposure testing programme for Gulf War veterans provided by the Depleted Uranium Oversight Board, and biomonitoring of military personnel who have served more recently in Iraq.","These biomonitoring programmes have now been successfully completed. The results were covered by the media. The monitoring programmes using the test method developed helped to rule out DU as an important cause of ill health in military personnel.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=C1CD4D61C1E&grantRef=G0400490","http://gtr.rcuk.ac.uk:80/projects?ref=G0400490","C6EDA71F-879A-498D-9243-CB6C4F3D8781","C008C651-F5B0-4859-A334-5F574AB6B57C","78308CAA-8483-45C0-A280-0AB4B6AD9D35","F45CE0D1-7089-4146-86B2-4142275CC7CA"
"MRC","G0700439","Research Grant","Products Interventions & Clinical Trials","University of Glasgow","College of Medical, Veterinary &Life Sci","Macrae","Iseabail","","New MRI diagnostic technique for Acute Stroke","Diagnostic Tool - Imaging","Early clinical assessment","",,"2009","Under active development/distribution","MRC funding supported the development and validation of the MRI imaging technique in rodent stroke models. Translation of the technique through to volunteers and a few acute stroke patients has also been carried out (Dani KA,et al., T2* Weighted Magnetic Resonance Imaging with Hyperoxia in Acute Ischemic Stroke. Annals Neurol 2010, 68(1):37-47.) Funding from Wellcome Trust Health Innovations Challenge Fund has just been awarded to complete the pre-clinical safety and efficacy for the combined imaging technique and therapy for acute stroke (theranostic) and to run a Phase II safety trial in stroke patients. 

The CSO funded research complements this research by providing data on pre-clinical efficacy of Oxycyte with hyperoxia in rodent stroke models","Now that substantial funding has been secured to take the theranostic further, this novel technology has the potential to provide significant improvements on current techniques, providing direct rather than indirect assessment of tissue viability in the first hours after stroke and in addition, supporting potentially savageable tissue, providing a longer time window for successful therapeutic intervention and improved outcome for acute stroke patients","http://www.aurumbiosciences.com/aurum/about.html","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=E782B90D215&grantRef=G0700439","http://gtr.rcuk.ac.uk:80/projects?ref=G0700439","5EA9F61A-4731-4026-963F-D13EA9AD2A51","C008C651-F5B0-4859-A334-5F574AB6B57C","AE58F21F-3622-4382-97BB-1359BD183E9F","46AEDCA7-EE1E-463E-B540-243E29D0747E"
"MRC","MR/J014702/1","Research Grant","Products Interventions & Clinical Trials","University of Edinburgh","MRC Centre for Inflammation Research","Haslett","Christopher","","FIB ONE","Diagnostic Tool - Imaging","Early clinical assessment","",,"2016","Under active development/distribution","The FIB ONE compound is based on an Aminomethyl Chemmatrix resin linked to three 5- carboxyfluorescein (FAM) molecules via a Rink Amide linker. The FAM molecules are bonded to three quenchers (Methylred) by a peptide sequence acting as substrate for the target enzyme (MMP 2/9/13). In the inactive state, the emission from the fluorophore moiety is absorbed by the quencher by F&ouml;rster Resonance Energy Transfer (FRET), but in the presence of the target enzyme this can cleave the substrate disrupting the FRET and causing a rapid increase in fluorescence.

We have obtained all of the relevant approvals to run our proof of concept study and it is thought that this will begin in March 2016. All updates on this have been provided in the end of project report.","The development of FIB ONE will be used to develop a novel approach to address the unmet needs of identifying and measuring the pulmonary fibroproliferative pathway.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=56cc5bf8845f86.88785202&grantRef=MR%2FJ014702%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=MR/J014702/1","F8BDDAB5-746A-4DC9-96E2-B56708ECC505","C008C651-F5B0-4859-A334-5F574AB6B57C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","670260BC-6C2F-4969-AC3A-605AC2879977"
"MRC","G0600048","Research Grant","Products Interventions & Clinical Trials","University of Edinburgh","Edinburgh Research and Innovation","Critchley","Hilary","","DexFEM","Therapeutic Intervention - Drug","Early clinical assessment","Yes","NCT01769820","2013","Under active development/distribution","Exploration of first-in-woman use of a short oral course of low-dose dexamethasone to rescue local endometrial glucocorticoid deficiency in women with heavy menstrual bleeding (HMB)","Study in progress",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=JGhboGz633z&grantRef=G0600048","http://gtr.rcuk.ac.uk:80/projects?ref=G0600048","F2951EDE-BF1A-4A93-9BF5-AF661F3D6B99","C008C651-F5B0-4859-A334-5F574AB6B57C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","21EA1447-F026-4766-BCD9-34C3B90E210E"
"MRC","G7900510","Research Grant","Products Interventions & Clinical Trials","University College London","Unlisted","Pepys","Mark","","Combination of CPHPC and anti SAP mAb","Therapeutic Intervention - Drug","Early clinical assessment","Yes","NCT01777243","2012","Under active development/distribution","The tissue damage in systemic amyloidosis which is responsible for disease and death is caused by accumulation of amyloid deposits in the tissues and organs. There are currently no clinical treatments which directly target amyloid deposits for elimination. The Pepys team first identified and validated human serum amyloid P component (SAP) as a therapeutic target in amyloidosis in the mid 1990s. In vitro, SAP both enhances amyloid fibril formation and protects amyloid fibrils from proteolytic degradation by macrophages. In collaboration with Roche they developed the novel palindromic bis-D-proline compound (R)-1-[6-[(R)-2-Carboxy-Pyrrolidin-1-yl]-6-oxo-Hexanoyl]Pyrrolidine-2-Carboxylic acid (CPHPC), which was intended to prevent SAP from binding to amyloid fibrils in vivo and dissociate bound SAP from amyloid deposits (Nature 2002). CPHPC is avidly bound by human SAP in a complex composed of two native pentameric SAP molecules cross linked by 5 bivalent CPHPC molecules. The complex is perceived as abnormal by the liver and instantly cleared, leading to profound depletion of SAP from the circulation which persists for as long as the drug is administered (PNAS 2009). Targeted depletion of a pathogenic protein by a small molecule drug constitutes a potent, novel pharmacological mechanism. The depletion of plasma SAP also clears most of the SAP from amyloid deposits but the affinity of SAP for CPHPC is insufficient to produce complete dissociation of all SAP from amyloid deposits in the face of the continuous production of 50-100 mg of new SAP per day and the avid binding of SAP to amyloid fibrils. CPHPC is well tolerated by patients and has been administered to more than 60 subjects for a total of more than 50 patient years without any adverse effects. But up to about 10% of the amyloid associated SAP remains in major visceral amyloid deposits even after months of continuous CPHPC treatment. Nevertheless we have not observed any new amyloid accumulation in patients on CPHPC, even those in whom there was progressive deposition before and after CPHPC exposure. Furthermore there were encouraging signs of prolonged renal and possibly patient survival in subjects receiving CPHPC. However we have not detected any amyloid regression. Thus while CPHPC may be a useful adjunct to other therapy for amyloidosis it does not itself promote elimination of the deposits. Pentraxin acquired full ownership of CPHPC from Roche in December 2008.
The capacity of CPHPC to clear essentially all SAP from the circulation, while leaving significant amounts of SAP specifically bound in the amyloid deposits, suggested the possibility of using the residual SAP as an amyloid-specific target for antibodies which can invoke physiological clearance of amyloid from the tissues. Depletion of circulating SAP crucially allows such antibodies to be administered safely and effectively. This approach is unrelated to the function of SAP itself and simply uses SAP as a passive amyloid-specific target. It has been remarkably successful in experimental models (Nature 2010) and should be applicable to all forms of amyloidosis although its safety and efficacy, especially for amyloid in different organs and tissues, will have to be, and is being, carefully evaluated. GlaxoSmithKline licensed the invention of this first in class combination of a small molecule drug and a monoclonal antibody from Pentraxin in February 2009. They have already fully humanised one of our optimal mouse monoclonal anti-human SAP antibodies and clinical testing is currently underway. In 2012 they conducted a Phase 1, Open Label, Dose Characteristic Study to Investigate the pharmacokinetics, pharmacodynamics, safety, and tolerability of intravenous and subcutaneous doses of CPHPC in patients with systemic amyloidosis (http://www.clinicaltrials.gov/ct2/show/NCT01406314?term=amyloid+gsk&amp;rank=4), enabling progression to a single dose first in human study of anti-SAP antibodies co-administered with CPHPC in patients with systemic amyloidosis, which is currently underway http://www.clinicaltrials.gov/ct2/show/NCT01777243?term=amyloid+gsk&amp;rank=2. Meanwhile our original patent applications, licensed to GSK for this programme, are progressing and GSK are filing new patents as the work proceeds.","Combination currently in clinical trials with very encouraging results and a first publication being prepared for submission. The intervention has already been granted Orphan Drug status by the EMA and been adopted as their flagship candidate for adaptive licensing.","http://www.clinicaltrials.gov/show/NCT01777243","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=HrpBacsC256&grantRef=G7900510","http://gtr.rcuk.ac.uk:80/projects?ref=G7900510","FA4479B9-FFED-4BD0-9294-CA32EEAC4047","C008C651-F5B0-4859-A334-5F574AB6B57C","3A5E126D-C175-4730-9B7B-E6D8CF447F83","72A324FF-B975-443D-BDD8-19E9649401E7"
"MRC","G0502018","Research Grant","Products Interventions & Clinical Trials","University of Oxford","Clinical Medicine","Hill","Adrian","","ChAd-MVA vaccination regime","Therapeutic Intervention - Vaccines","Early clinical assessment","Yes","NCT01816113","2009","Under active development/distribution","A prime-boost malaria vaccine encoding the MeTRAP pre-erythrocytic insert expressed by the AdCh63 adenoviral vector and an MVA vector","In a phase IIa sporozoite challenge trial this vaccination approach induced high levels of CD8 T cells that correlated with vaccine efficacy.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=FFDED01B90E&grantRef=G0502018","http://gtr.rcuk.ac.uk:80/projects?ref=G0502018","7360CCBC-D26A-4039-B437-DB7EB851858F","C008C651-F5B0-4859-A334-5F574AB6B57C","3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9","17719B3D-8D27-40E3-967A-65E55AE07A99"
"MRC","G0901474","Research Grant","Products Interventions & Clinical Trials","University College London","Psychology","Michie","Susan","","BCT Taxonomy v1","Support Tool - For Fundamental Research","Refinement.  Non-clinical","",,"2012","Under active development/distribution","The Behaviour Change Techniques (BCT) Taxonomy v1 is a methodological product for use in relation to behaviour change interventions. Itprovides a shared language for describing the content of behaviour change interventions. The Taxonomy was developed by a team of behaviour change experts using the Delphi method, a consensus development method. The current (second) phase of the project is testing the nomenclature for reliability between trained experts, over time and across types of user.","BCTTv1 provides a method for increasing clarity and specificity by which the active ingredients of behaviour change interventions can be reported. Our findings show that use of v1 is effective in increasing reliable and accurate reporting of interventions. As the approach becomes more widely used, we anticipate that the reporting quality of behaviour change interventions will improve in practice.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=teqQCzHimUC&grantRef=G0901474","http://gtr.rcuk.ac.uk:80/projects?ref=G0901474","CF020EF1-11BB-42D8-8EFE-9B061EB88EE2","C008C651-F5B0-4859-A334-5F574AB6B57C","3A5E126D-C175-4730-9B7B-E6D8CF447F83","82E44497-1BAF-41DF-8E2E-43FECC6E75C1"
"MRC","G0901474","Research Grant","Products Interventions & Clinical Trials","University College London","Psychology","Michie","Susan","","Online training for BCTTv1","Support Tool - For Fundamental Research","Wide-scale adoption","",,"2014","Under active development/distribution","An interactive, online training resource for users of BCTTv1 have been developed based on the distance, group-tutorial training from the Behaviour Change Techniques Taxonomy v1 project. Users can learn how to apply the BCTTv1 to code active content of behaviour change interventions. Users receive instant feedback on their progress through a series of interactive exercises and assessments","Since launching in August 2014, the online resource has seen 380 registrations and this figure continues to grow","http://www.bct-taxonomy.com","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=545b751c2aeac5.97187838&grantRef=G0901474","http://gtr.rcuk.ac.uk:80/projects?ref=G0901474","CF020EF1-11BB-42D8-8EFE-9B061EB88EE2","C008C651-F5B0-4859-A334-5F574AB6B57C","3A5E126D-C175-4730-9B7B-E6D8CF447F83","82E44497-1BAF-41DF-8E2E-43FECC6E75C1"
"MRC","G0900877","Research Grant","Products Interventions & Clinical Trials","University of Reading","Chemistry","Connon","Che","http://orcid.org/0000-0001-8264-6531","Gel encapsulation as alternative to cryopreservation","Support Tool - For Medical Intervention","Refinement.  Non-clinical","",,"2011","Actively seeking support","A tool for the distribution of stem cells at ambient temperature and atmospheric CO2. This technology can replace cryopreservation of cells for distribution. Cells within gel remain viable up to 7 days whilst retaining their stemness","Impacted upon a recently obtained BBSRC grant which looked at developing this technology further",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=tcXkgtGUx5c&grantRef=G0900877","http://gtr.rcuk.ac.uk:80/projects?ref=G0900877","A53DD3BE-6782-461F-98E5-B0D9EFEDA3B2","C008C651-F5B0-4859-A334-5F574AB6B57C","E89C3602-0FB4-4044-A918-58966B8A10B2","D3E3D133-1E85-47C0-8DDB-D90CB8795ED7"
"MRC","G0700452","Research Grant","Products Interventions & Clinical Trials","University of Edinburgh","School of Clinical Sciences","Norman","Jane","","Glibenclamide and metfoRmin versus stAndard Care in gEstational diabeteS (GRACES) - a feasibility open label randomised trial","Therapeutic Intervention - Drug","Initial development","Yes","n/a","2016","Under active development/distribution","Chief Scientist Office, Scottish Executive.","n/a","https://www.npeu.ox.ac.uk/graces","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=56c70109d973f1.06127086&grantRef=G0700452","http://gtr.rcuk.ac.uk:80/projects?ref=G0700452","4292D0D3-DDB8-4008-80E4-C1CAB80CF41C","C008C651-F5B0-4859-A334-5F574AB6B57C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","3790EBA5-2C59-4BD3-983B-FECBD02A3B18"
"MRC","MR/K01014X/1","Fellowship","Products Interventions & Clinical Trials","University of Oxford","Clinical Neurosciences","Turner","Martin","","NFL","Diagnostic Tool - Non-Imaging","Initial development","",,"2015","Under active development/distribution","CSF NFL as a diagnostic, predictive and pharmacodynamic biomarker in ALS","International workshop planned for harmonisation of efforts.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=56d2ed9580e451.19378052&grantRef=MR%2FK01014X%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=MR/K01014X/1","3C22CD6E-0DA5-4165-BC2A-A99E00E2DA14","C008C651-F5B0-4859-A334-5F574AB6B57C","3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9","CF74FEB1-A15E-4984-A768-008B70F12C51"
"MRC","MC_PC_12014","Intramural","Products Interventions & Clinical Trials","University of Edinburgh",,"Seckl","Jonathan","","CiC EPDD 002 CATANOSTICS","Diagnostic Tool - Non-Imaging","Refinement.  Non-clinical","",,"2013","Under active development/distribution","An Instrument for the Early Diagnosis of Cataracts. The product is designed to replace the slit detector with an monitoring of Trytophan Fluorescence using LED for both diagnosis and as a research tool enabling the assessment in trials of pharmaceutical interventions (e.g. N- Acetyl Carnosine as published) as well as the femtosecond laser potential therapy pathway. Final milestone involves building a research prototype machine.","too early in project. 
Supporting grant application.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=ZrPu81tDcke&grantRef=MC_PC_12014","http://gtr.rcuk.ac.uk:80/projects?ref=MC_PC_12014","6CD82414-2859-4C11-B0FE-F577F99C234B","C008C651-F5B0-4859-A334-5F574AB6B57C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","43624727-2D66-49AE-8923-426DD4CDD141"
