"Funding OrgName","Project Reference","ProjectCategory","Outcome Type","LeadRO Name","Department","PI Surname","PI First Name","PI Orcid iD","Outcome Title","Description","Protection","IP Reference","Year Protection Granted","Licensed?","Impact","Url","GTR Outcome URL","GTRProjectUrl","ProjectId","FundingOrgId","LeadROId","PIId"
"MRC","G0900399","Fellowship","Intellectual Property","University of Oxford","Biochemistry","Newstead","Simon","","MemAdvantage","Development of an additive screen for membrane protein crystallisation. Currently marketed through a UK biotech company, Molecular Dimensions Ltd.","Copyrighted (e.g. software)",,"2012","Yes","n/a",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=dRmCJQsAHeA&grantRef=G0900399","http://gtr.rcuk.ac.uk:80/projects?ref=G0900399","5EC61F63-C28C-42C3-985A-A2C3357AC55D","C008C651-F5B0-4859-A334-5F574AB6B57C","3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9","0472CBD7-47BA-4C81-BDAF-F83E8C090B06"
"MRC","G1001029","Research Grant","Intellectual Property","King's College London","Randall Div of Cell and Molecular Biophy","Hughes","Simon","http://orcid.org/0000-0001-8227-9225","Commericalisation of Monoclonal antibodies","monoclonal antibody reagents","Protection not required",,"2012","Yes","MRC Technology decided not to continue license agreement with Stanford University",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=sym2oE7VGjo&grantRef=G1001029","http://gtr.rcuk.ac.uk:80/projects?ref=G1001029","F5F03D30-63B5-4EEA-810C-7EF8F68038E7","C008C651-F5B0-4859-A334-5F574AB6B57C","318B5D98-4CB4-4B10-A876-08FC93071A56","D1A48781-B4E4-4B36-B3E5-B6DC072103FD"
"BBSRC","BB/E527239/1","Research Grant","Intellectual Property","University of Manchester","Dentistry","Ward","Christopher","","A novel method for the derivation of neural stem cells from human pluripotent stem cells","Method for the derivation of neural stem cells from human pluripotent stem cells.","Patent application published","WO2014072720","2013","Yes","Non-exclusive research licence awarded to Imagen-Biotech Ltd",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=5457be9eae9f11.17753926&grantRef=BB%2FE527239%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=BB/E527239/1","E32C7655-F9F3-49F7-85AD-7C76A0D64DD3","2512EF1C-401B-4222-9869-A770D4C5FAC7","68D0E3C9-9246-4CFC-B5E9-48584CF82993","FF3C4FB8-106D-4AC1-A06A-40C3D375EE86"
"BBSRC","BB/E019358/1","Research Grant","Intellectual Property","University of Birmingham","Chemical Engineering","Norton","Ian","","LOW FAT FOOD CONTAINING GAS BUBBLES","The invention discloses a shelf stable food product. The product comprises a continuous aqueous phase, liquid oil droplets dispersed in the continuous aqueous phase, and protein coated gas bubbles. The continuous aqueous phase constitutes from 20% to 80% by volume (or weight) of the food product and the liquid oil droplets and protein coated gas bubbles are from 0.5[mu]m to 10 [mu]m in diameter. The protein comprises cysteine amino acid residues, but is not a hydrophobin. The invention also discloses a method of forming an aqueous dispersion of protein coated gas bubbles suitable for forming the above food product. The method comprises dissolving a protein capable of forming coated gas bubbles in water with stirring, sonicating the protein solution at a temperature below but within 6 DEG C of the protein's denaturation temperature in the presence of oxygen, and controlling the temperature within these limits. Any protein debris from the resultant dispersion of protein coated gas bubbles is separated out.","Patent application published","WO2010067059","2010","No","None",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=54461867e976e8.14511721&grantRef=BB%2FE019358%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=BB/E019358/1","E57C87D6-7704-4945-AFD2-7D91A65A4692","2512EF1C-401B-4222-9869-A770D4C5FAC7","818CD6C9-61EE-41F2-9F37-0C7A8F43E25D","6FCB56BD-9FD5-4D45-B878-DBFCEDF3246B"
"EPSRC","EP/J005444/1","Research Grant","Intellectual Property","University of Oxford","Clinical Neurosciences","Miller","Karla","","Acceleration of low-rank MRI data acquisition","US patent application filed for new algorithm for accelerating MRI acquisition. This application is for a general method that can be applied to a broad range of MRI data types, although the method was developed for functional MRI specifically. This method is also the subject of several publications submitted to international conferences in 2013.","Patent granted",,"","No",,,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=r-3657531546.10985143d6b1566&grantRef=EP%2FJ005444%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/J005444/1","ADF9B20E-1D81-4C50-8C4F-7FA4479E220D","798CB33D-C79E-4578-83F2-72606407192C","3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9","DBBF874E-6EB3-49A9-93F4-280C46B6ED8D"
"BBSRC","BB/J021628/1","Research Grant","Intellectual Property","Rothamsted Research","Sustainable Soils and Grassland Systems","Goulding","Keith","","A method for reducing nitrate leaching","Australian patent","Patent granted","2010280538","2012","Commercial In Confidence","The research clearly shows that it is possible to reduce the losses of nitrate to waters, and thus reduce water pollution, through a low-cost recycling technology.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=m-2459269941.28084757663b6d2&grantRef=BB%2FJ021628%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=BB/J021628/1","9963C478-A6D9-443E-9A7D-8069884DA91E","2512EF1C-401B-4222-9869-A770D4C5FAC7","ACD5F1CF-266C-4CDE-A399-43DC93429CF9","3A667F2F-E5B6-4913-A284-A6674EA46973"
"BBSRC","BB/J021628/1","Research Grant","Intellectual Property","Rothamsted Research","Sustainable Soils and Grassland Systems","Goulding","Keith","","A method of reducing nitrate leaching from soil","UK Patent GB2475753","Patent granted","GB2475753","2012","Commercial In Confidence","The research clearly shows that it is possible to reduce the losses of nitrate to waters, and thus reduce water pollution, through a low-cost recycling technology.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=m-4504970074.17024176677b00&grantRef=BB%2FJ021628%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=BB/J021628/1","9963C478-A6D9-443E-9A7D-8069884DA91E","2512EF1C-401B-4222-9869-A770D4C5FAC7","ACD5F1CF-266C-4CDE-A399-43DC93429CF9","3A667F2F-E5B6-4913-A284-A6674EA46973"
"EPSRC","EP/E034055/1","Research Grant","Intellectual Property","University of Sheffield","Electronic and Electrical Engineering","Rodenburg","John","","Calibration of a probe in ptychography","A method of calibrating the flux of incident radiation in ptychography, which is a lensless imaging method.","Patent application published","PCT/GB2011/051205","2011","Yes","Upon sale to Phase Focus Ltd, this patent is being used in a number of commercial products associated with contact lens metrology and live cell imaging.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=546109f73c5543.84153451&grantRef=EP%2FE034055%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/E034055/1","382BDFB7-6E32-415A-9CE9-7491EB0481B8","798CB33D-C79E-4578-83F2-72606407192C","03D8AFBB-3EA5-4885-B036-BD4F9F4F9849","1F3299AF-79D4-4812-9896-A58B7C113317"
"EPSRC","EP/I019790/1","Research Grant","Intellectual Property","University of Sheffield","Chemical & Biological Engineering","Zimmerman","William","http://orcid.org/0000-0001-7123-737X","Bubble Generation to Strip Components of a Liquid","Major claim is the more than doubling methane production from anaerobic digesters when treated with microbubbles.","Patent application published","WO/2014/060740","","Commercial In Confidence","EU R3Water grant for pilot and industrial scale testing on wastewater sludge digesters",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=545c9bfd05dec5.61099559&grantRef=EP%2FI019790%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/I019790/1","7ABF7B30-71E1-4C4E-BC07-8C45911DBA22","798CB33D-C79E-4578-83F2-72606407192C","03D8AFBB-3EA5-4885-B036-BD4F9F4F9849","722BE89F-BB35-4F17-9BE0-19D10F2BE1E8"
"EPSRC","EP/I031022/1","Research Grant","Intellectual Property","University of Edinburgh","Sch of Informatics","Renals","Steve","","Combilex-ASR","Combilex-ASR is a large scale lexicon for speech recognition in British English. It is licensed under a Creative Commons BY-NC license","Copyrighted (e.g. software)",,"2016","Yes","This lexicon underpinned the ASRU-2015 MGB Challenge, and is planned to be used in the US IARPA Babel Programme",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=56ded0e16d9bc4.29834208&grantRef=EP%2FI031022%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/I031022/1","F22FEBE2-7582-4761-8E01-6E637870F615","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","5D7F708A-5218-40FC-BD20-E55CBA1B14F6"
"EPSRC","EP/J006483/1","Research Grant","Intellectual Property","University of Birmingham","Sch of Biosciences","Macaskie","Lynne","","Nil","Nil","Protection not required",,"","No","Nil",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=5460b293b0ede8.16569072&grantRef=EP%2FJ006483%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/J006483/1","70B14E5D-2CDA-49F2-8947-45CE9812046A","798CB33D-C79E-4578-83F2-72606407192C","818CD6C9-61EE-41F2-9F37-0C7A8F43E25D","233D3FDD-D701-46EC-A490-D9C20DCE7AE8"
"MRC","MC_U105181009","Intramural","Intellectual Property","MRC Laboratory of Molecular Biology",,"Chin","Jason","","Traceless Ubiquitination","The invention related to a tRNA synthetase capable of binding delta-substituted lysine, wherein said tRNA synthetase comprises amino acid sequence corresponding to the amino acid sequence of at least L271 to Y349 of MbPyIRS, wherein said sequence comprises 5 or fewer substitutions within the amino acid sequence corresponding to the amino acid sequence of at least L271 to Y349 of MbPyIRS; and wherein said synthetase comprises W at amino acid position 349 relative to MbPyIRS.","Patent application published","US2014148576","2014","No","N/A",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=54622603762b10.57530496&grantRef=MC_U105181009","http://gtr.rcuk.ac.uk:80/projects?ref=MC_U105181009","D241BA71-2B84-465D-BD3E-6B40E65C1667","C008C651-F5B0-4859-A334-5F574AB6B57C","AB7C0822-BBCB-4C61-85EC-5D13C7A31759","6A1BA827-ACD4-4454-A92C-B02F3F9943F4"
"MRC","MC_U105181009","Intramural","Intellectual Property","MRC Laboratory of Molecular Biology",,"Chin","Jason","","Acetyl Lysine Incorporation with tRNA Synthetase","The invention relates to a tRNA synthetase capable of binding Ne-acetyl lysine, wherein said synthetase comprises a polypeptide having at least 90 % sequence identity to the amino acid sequence of MbPyIRS, and wherein said synthetase comprises a L266M mutation.","Patent application published","EP2483398","2012","Commercial In Confidence","NA",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=bmXtSGRyBc3&grantRef=MC_U105181009","http://gtr.rcuk.ac.uk:80/projects?ref=MC_U105181009","D241BA71-2B84-465D-BD3E-6B40E65C1667","C008C651-F5B0-4859-A334-5F574AB6B57C","AB7C0822-BBCB-4C61-85EC-5D13C7A31759","6A1BA827-ACD4-4454-A92C-B02F3F9943F4"
"MRC","MC_U105181009","Intramural","Intellectual Property","MRC Laboratory of Molecular Biology",,"Chin","Jason","","Orthogonal Q-Ribosomes","The invention relates to a caged lysine, wherein the caged lysine is according to Formula (I): or salts thereof. The invention further relates to polypeptides comprising a caged lysine, and to methods of making same. The invention further relates to tRNA synthetases capable of charging tRNA with caged lysine.","Patent application published","WO2011077075","2011","Commercial In Confidence","NA",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=S5EsdYk8ByZ&grantRef=MC_U105181009","http://gtr.rcuk.ac.uk:80/projects?ref=MC_U105181009","D241BA71-2B84-465D-BD3E-6B40E65C1667","C008C651-F5B0-4859-A334-5F574AB6B57C","AB7C0822-BBCB-4C61-85EC-5D13C7A31759","6A1BA827-ACD4-4454-A92C-B02F3F9943F4"
"MRC","MC_U105181009","Intramural","Intellectual Property","MRC Laboratory of Molecular Biology",,"Chin","Jason","","METHOD","The invention relates to a method of modifying a specific lysine residue in a polypeptide comprising at least two lysine residues, said method comprising (a) providing a polypeptide comprising a target lysine residue protected by a first protecting group, and at least one further lysine residue; (b) treating the polypeptide to protect said further lysine residue(s), wherein the protecting group for said further lysine residues is different to the protecting group for the target lysine residue; (c) selectively deprotecting the target lysine residue; and (d) modifying the deprotected lysine residue of (c).","Patent application published","WO2011117583","2011","Commercial In Confidence","NA",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=UdqLTpWnLpn&grantRef=MC_U105181009","http://gtr.rcuk.ac.uk:80/projects?ref=MC_U105181009","D241BA71-2B84-465D-BD3E-6B40E65C1667","C008C651-F5B0-4859-A334-5F574AB6B57C","AB7C0822-BBCB-4C61-85EC-5D13C7A31759","6A1BA827-ACD4-4454-A92C-B02F3F9943F4"
"EPSRC","EP/F019866/1","Research Grant","Intellectual Property","University College London","Eastman Dental Institute","Young","Anne","http://orcid.org/0000-0001-8485-2056","Formulations and Composites with reactive fillers","This patent describes various degradable and non degradable cements for tooth and bone repair that contain reactive calcium phosphate fillers","Patent granted","WO2008037991","2008","Yes","We currently have funding to optimise, manufacture and CE mark a product over the next three years",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=tJXW4mT33iq&grantRef=EP%2FF019866%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/F019866/1","E270BFCD-9AA8-4478-8A74-6B443A09D050","798CB33D-C79E-4578-83F2-72606407192C","3A5E126D-C175-4730-9B7B-E6D8CF447F83","12527535-2F89-457C-B033-20AEA6FAD5D0"
"MRC","MC_U105192714","Intramural","Intellectual Property","MRC Laboratory of Molecular Biology",,"Holliger","Philipp","","Peptide Libraries","The invention relates to a method for altering the conformational diversity of a first repertoire of polypeptide ligands, comprising a plurality of polypeptides comprising at least two reactive groups separated by a loop sequence covalently linked to a molecular scaffold which forms covalent bonds with said reactive groups, to produce a second repertoire of polypeptide ligands, comprising assembling said second repertoire from the polypeptides and structural scaffold of said first repertoire, incorporating one of the following alterations: (a) altering at least one reactive group; or (b) altering the nature of the molecular scaffold; or (c) altering the bond between at least one reactive group and the molecular scaffold; or (d) any combination of (a), (b) or (c).","Patent granted","WO2011018227","2011","Yes","Consolidation of IP state of Bicycle Therapeutics",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=sZxRAwekAWA&grantRef=MC_U105192714","http://gtr.rcuk.ac.uk:80/projects?ref=MC_U105192714","5B946B65-C497-4E24-A75E-8F36F68D475C","C008C651-F5B0-4859-A334-5F574AB6B57C","AB7C0822-BBCB-4C61-85EC-5D13C7A31759","4E0C9AEB-6477-44A5-8168-1E018DDF528C"
"EPSRC","EP/J014826/1","Research Grant","Intellectual Property","University of Bath","Mechanical Engineering","Lock","GD","","FINNED SEAL ASSEMBLY FOR GAS TURBINE ENGINES","A seal assembly provided between a hot gas path and a disc cavity in a turbine engine includes an annular outer wing member extending from an axially facing side of a rotor structure toward an adjacent non-rotating vane assembly, and a plurality of fins extending radially inwardly from the outer wing member and extending toward the adjacent non-rotating vane assembly. The fins are arranged such that a space having a component in a circumferential direction is defined between adjacent fins. Rotation of the fins during operation of the engine effects a pumping of purge air from the disc cavity toward the hot gas path to assist in limiting hot working gas leakage from the hot gas path to the disc cavity by forcing the hot working gas away from the seal assembly.","Patent granted","US9121298","2015","No","The ability to use fins within gas turbine rim seals is now protect by Siemens.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=56d70a1dc4b094.70647533&grantRef=EP%2FJ014826%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/J014826/1","D6255C3B-5CA7-4630-8CFD-66D1C1CF12BD","798CB33D-C79E-4578-83F2-72606407192C","EAAD4D43-BD15-432B-9385-2DBD0C65958D","1715F4C2-AED9-4B38-B411-A7FD0F280649"
"MRC","G0800784","Research Grant","Intellectual Property","University of Cambridge","Research Services Division","Pedersen","Roger","","Mammalian Haploid embryonic stem cells","Haploid mouse embryonic stem cells: useful for genetic screening","Patent application published","GB1103559.9","2011","No","not yet known",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=Q8i4HhGpRu8&grantRef=G0800784","http://gtr.rcuk.ac.uk:80/projects?ref=G0800784","1147BB6C-6734-49F3-B7C8-6467D2B2803D","C008C651-F5B0-4859-A334-5F574AB6B57C","D1774113-D5D2-4B7C-A412-66A90FE4B96F","B0E0E482-B6A7-4461-BEF8-24FE249A1158"
"MRC","G0800784","Research Grant","Intellectual Property","University of Cambridge","Research Services Division","Pedersen","Roger","","Pluripotent cells from the mammalian late epiblast layer","This invention relates to the isolation and propagation of pluripotent cells isolated from the mammalian late epiblast layer, termed Epiblast Stem Cells' (EpiSCs). These cells are useful in a range of applications.","Patent granted","WO2008056173","2008","No","None to date",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=Rx9r5o6XLsu&grantRef=G0800784","http://gtr.rcuk.ac.uk:80/projects?ref=G0800784","1147BB6C-6734-49F3-B7C8-6467D2B2803D","C008C651-F5B0-4859-A334-5F574AB6B57C","D1774113-D5D2-4B7C-A412-66A90FE4B96F","B0E0E482-B6A7-4461-BEF8-24FE249A1158"
"STFC","Gravitational Waves","Intramural","Intellectual Property","University of Glasgow",,"Rowan","Sheila","","Room temperature technique for mechanically robust method of jointing silicon carbide","Room temperature technique for mechanically robust method of jointing silicon carbide","Silicon Carbide bonding","US2007221326A","2007","No","Small contract work with US company",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=50f326797de3a&grantRef=Gravitational+Waves","http://gtr.rcuk.ac.uk:80/projects?ref=Gravitational Waves","21229CAA-91A6-473B-BF26-7EEAEC70F52B","D7F4F462-0518-4784-908A-D12633C139B3","AE58F21F-3622-4382-97BB-1359BD183E9F","BC1C7F29-F618-4B65-A1DE-2E12967FB298"
"EPSRC","EP/I035501/1","Research Grant","Intellectual Property","University of Bristol","Physics","Cherns","David","","Solar cell for forming solar panel, solar concentrator and power plant for producing electricity comprises at least one sub-cell containing several specific indium gallium nitride nanocolumns","In solar cell comprising sub-cell(s) with several InxGa1-xN nanocolumns/nanorods, each nanocolumn/nanorod is substantially defect free; as nanocolumns/nanorods vary in composition along their length, and have adjacent portions separated by tunnel junctions formed by doping nanocolumn, such that tunnel junctions are defect free. Further, under lateral growth conditions, continuous layer is grown on top of nanocolumns/nanorods. The precursor layer and overlayer are doped. Continuous InxGa1-xN layers formed by lateral growth of nanocolumns/nanorods have much lower defect densities than continuous epilayers e.g. 107 to 108 cm-2, as opposed to 109 to 1010 cm-2. The nanorod/nanocolumn devices have several key advantages over devices based on continuous epilayers. The nanorods are perfect single crystals, free of threading defects (less than 108 cm-2), and remain free of defects as they grow laterally until coalescence. The nanorods are compliant structures and have right geometry such that misfit stresses can be eliminated by lateral relaxation, in content to be grown pseudomorphically on GaN base, where composition change is graded. Misfit dislocations and layer stresses which lead to phase separation can thus be avoided. This is not possible with continuous epilayers as there is 7% mismatch between GaN and InN. There is also good evidence that high crystal quality InGaN nanorods can be grown by molecular beam epitaxy (MBE) for all compositions up to pure InN. If threading dislocations are generated e.g. in misfit dislocation source, they are eliminated on nanorod sides; where driving force is relaxation of strain energy. Further, threading defects can be generated in nanorods and are propagated, where they provide top surface growth step. However, for solar cell probability of such defect generation is low (less than 5-10%). Stress relaxation in nanorods also means that composition can be reversed to give InxGa1-xN overlayers with low x. Thus, enables p-type layers (needed in two-junction device) having low x value. This provides crucial flexibility in doping needed to integrate sub-cells into multi-junction device. The solar cell offers advantage of using optimum combination of band gaps for improved overall efficiency, combined with lower epitaxy and processing costs, and without use of toxic materials. The manufacturing is maskless and does not require use of etching chemicals or only in relatively small amounts. InxGa1-xN also has intrinsic properties which are advantageous for solar cells, including high optical absorption of 2x 105 cm-1, giving greater than 90% absorption in 200 nm, compared with greater than or equal to 10 microns for Si, and high carrier mobility and drift velocity which can reduce carrier recombination rates. Moreover, high piezoelectric and spontaneous electric fields present in GaN heterostructures can be used to enhance tunneling through reverse biased junctions. For x greater than 0.43, nanorod/nanocolumn surfaces show electron accumulation, although depth of electron accumulation layer should be 2-3 nm. This suggests that electrons and holes may become spatially separated, and reduce probability of electron-hole recombination","Patent granted","WO2012076901-A1 ; EP2649650-A1 ; US2013269763-A1","2011","No","The structures envisaged in the patent have been demonstrated",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=5451144eeda530.58979174&grantRef=EP%2FI035501%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/I035501/1","96C84189-C312-446F-B046-887E1B8CC7B3","798CB33D-C79E-4578-83F2-72606407192C","4A348A76-B2D0-4DDD-804A-CE735A6D3798","C0D6EA21-85E3-4D71-810C-C4AFE11EAA37"
"MRC","MR/J00457X/1","Research Grant","Intellectual Property","University College London","Neonatology","Robertson","Nicola","","Device and methods of remote ischaemic postconditioning","The invention relates to the methods and devices for remote ischaemic postconditioning of the piglet in the bore of an MRI system.","Patent application published","1407864.6","2013","No","We will use this to move to further studies and apply for further funding",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=5463305baf01a4.32006063&grantRef=MR%2FJ00457X%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=MR/J00457X/1","084AC27F-2FC5-4100-8608-6701F83E7DC9","C008C651-F5B0-4859-A334-5F574AB6B57C","3A5E126D-C175-4730-9B7B-E6D8CF447F83","9C7D100B-6C0B-4990-97DD-0CA8A29729C8"
"MRC","G0300101","Research Grant","Intellectual Property","University of Birmingham","Clinical and Experimental Medicine","Adams","David","","sVAP-1 as a biomarker in liver fibrosis","We reported the use of sVAP-1 as a biomarker for liver fibrosis The present invention relates to inhibitors of VAP-1 and their use as medicaments in treating fibrotic conditions. Furthermore, the present invention relates to a method of diagnosing a fibrotic condition on the basis of elevated level of soluble VAP-1 or SSAO activity in a bodily fluid, and to a kit for use in said diagnostic method.","Patent granted","WO2011029996","2011","No","Second patent pending",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=D1116A07D2D&grantRef=G0300101","http://gtr.rcuk.ac.uk:80/projects?ref=G0300101","BBE5ED00-FA1A-4D7A-857A-866C1A1A6A98","C008C651-F5B0-4859-A334-5F574AB6B57C","818CD6C9-61EE-41F2-9F37-0C7A8F43E25D","464D389D-37E8-4F35-8E73-3DE6F1D2DA17"
"NERC","NE/M007200/1","Research Grant","Intellectual Property","University of Leicester","Geology","Lovell","Michael","","Petrophysics Uncovered P.UNC","Trademarked Petrophysics Uncovered/P.UNC","Trade Mark",,"2015","No","This was done to protect our pilot project as we seek further funding",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=56d9b01804c4d8.69005326&grantRef=NE%2FM007200%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=NE/M007200/1","12A3A0DD-3094-4860-9657-88EB6F5776A7","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","C842A34F-18F7-454D-A259-FED802368496","A098FEFD-E0E4-4E5D-B92D-05380FC77FF8"
"MRC","MR/J014826/1","Research Grant","Intellectual Property","University of Liverpool","Institute of Translational Medicine","Leuwer","Martin","","Analgesia","Protection of a novel class of positive allosteric modulators of strychnine-sensitive glycine receptors aiming at prevention/treatment of chronic pain","Patent application published","AWE/P210534GB","2015","No","We are currently in negotiations with potential investors.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=56dda16e295f51.69449863&grantRef=MR%2FJ014826%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=MR/J014826/1","14A19B06-5753-4ACA-99BD-8CE7D4CE5871","C008C651-F5B0-4859-A334-5F574AB6B57C","A0A585E0-6B0D-4643-A3A6-47943B4CBFEF","AA6A4D74-25D7-43B6-9AB9-4487574B60F8"
"MRC","G0700814","Research Grant","Intellectual Property","University College London","Infection","Breuer","Judith","","tools for bait selection for viral genome sequencing","bioinformatic tools for design of baits for targeted enrichment for pathogen sequencing","Copyrighted (e.g. software)",,"2011","Yes","allows automated design of good baits for pathogen sequencing to enable adaptation for clinical use",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=UhKNEc5zUNf&grantRef=G0700814","http://gtr.rcuk.ac.uk:80/projects?ref=G0700814","27DE9D72-A144-42CB-958A-AAA0066F6945","C008C651-F5B0-4859-A334-5F574AB6B57C","3A5E126D-C175-4730-9B7B-E6D8CF447F83","C1B59EE0-2FB9-4458-A7B2-08B1D23D5681"
"MRC","MC_U132685863","Intramural","Intellectual Property","MRC Toxicology Unit",,"MacFarlane","Marion","","Reconstituted DISC Invention (IDF Ref# A856/2276)","Our laboratory reconstituted the Death-Inducing Siganling Complex (DISC) for the very first time in vitro, thus providing a valable tool for kit formation, drug discovery and basic mechanistic studies relevant to human disease.","Patent granted","US2009325867","2009","No","Potential interest from commercial sector for adaptation to kit formulation is currently being explored by MRCT.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=AE628CDCEFA&grantRef=MC_U132685863","http://gtr.rcuk.ac.uk:80/projects?ref=MC_U132685863","106C9D44-61A5-4B20-B781-84AF387340EF","C008C651-F5B0-4859-A334-5F574AB6B57C","37DE1B14-06DD-4E06-AAC5-56F5BBED7FFF","4914A80B-E40B-47C2-B6A2-D52F06FE6DA1"
"BBSRC","BB/D014301/1","Research Grant","Intellectual Property","King's College London","Unlisted","Farzaneh","Farzin","","Development of GMP compliant manufacturing strategies for the production o clinical grade viral vectors","The production of viral vectors, in particular lentivirus and gamma-retrovirus in sufficient quantities and able to meet the regulatory standards of quality is particularly challenging. Using the technologies that were developed as part of our BBSRC supported projects, we have established a range of manufacturing, purification and concentration strategies that have enabled us to manufacture the largest number (academia or industry) of retroviral and lentivirus vectors for regulatory approved clinical trials in Europe. This extensive research and development programme has now culminated in over &pound;15 million pound of income (2012 to 2018) for King's College London from overseas based companies.","Protection not required",,"2011","Yes","The background manufacturing IP and know-how is being licensed (non-exclusive) to Cellectis and to Cell Therapy Catapult. Discussions are in progress with other organisations in taking similar non-exclusive licenses.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=56e55b46847bb8.13427703&grantRef=BB%2FD014301%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=BB/D014301/1","70F8B258-365B-4B32-B426-912D697BDCB5","2512EF1C-401B-4222-9869-A770D4C5FAC7","318B5D98-4CB4-4B10-A876-08FC93071A56","241F1346-5943-46D8-8C06-9C502D38443C"
"MRC","MC_U137761449","Intramural","Intellectual Property","MRC Functional Genetics Unit",,"Davies","Kay","","Alliance between Summit plc and ISIS Innovation at Oxford","An alliance was made between Summit plc and ISIS for the development of a therapy for Duchenne muscular Dystrophy using utrophin modulation.","Protection not required",,"2013","No","Funding of research in Professor Davies's group from Summit plc",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=544a575f0af5c1.86109981&grantRef=MC_U137761449","http://gtr.rcuk.ac.uk:80/projects?ref=MC_U137761449","27B03239-A442-46AF-BF7D-A7F4FC0D7434","C008C651-F5B0-4859-A334-5F574AB6B57C","740620CE-EA7F-48B2-BE09-4511F7E4CE20","E152F8DC-B44A-4592-BCC4-42CF9258AD52"
